11,57
16,7
21,58
69,43
69,39
15,69
15,61
64,35
49,49
17,61
65,35
5,5
43,50
7,11
12,1
31,53
9,4
15,58
68,41
24,69
47,64
27,19
57,56
55,49
61,57
57,42
55,62
41,43
51,40
68,51
49,59
58,33
67,59
23,13
45,61
62,69
39,66
27,7
15,7
28,21
64,37
66,69
63,64
9,9
21,1
29,15
11,11
20,59
35,1
53,3
7,17
35,4
69,55
67,33
17,23
56,41
59,57
37,2
21,15
25,1
18,11
63,47
63,48
33,59
61,49
54,57
47,34
41,0
49,4
59,44
60,45
49,29
47,51
11,21
44,51
61,53
41,8
23,67
51,65
70,45
29,64
49,7
63,66
25,62
35,66
57,38
56,1
6,15
45,37
54,39
63,32
27,16
69,33
46,9
63,49
3,5
29,17
47,70
13,6
31,67
17,15
17,8
11,6
21,13
17,13
23,59
43,68
51,69
35,8
61,29
41,64
18,65
31,58
60,41
23,17
31,63
13,7
53,67
14,1
2,17
68,55
46,7
31,3
67,31
41,5
61,36
45,54
37,55
40,3
53,65
58,45
51,53
49,68
54,55
19,18
22,11
67,67
47,63
64,69
49,64
17,1
33,3
55,47
25,13
13,57
53,64
44,47
43,3
66,47
33,14
5,3
23,4
67,35
49,61
49,41
19,4
27,67
49,69
59,47
51,3
37,69
68,61
10,15
15,14
59,8
26,1
65,49
49,63
41,48
53,52
38,61
39,68
47,1
14,63
13,25
59,69
69,60
58,51
25,61
22,59
45,49
21,65
19,1
55,55
40,59
65,37
64,31
55,51
57,41
13,61
9,15
11,9
21,9
32,59
61,33
44,9
56,51
64,29
44,7
24,57
49,47
41,56
18,61
53,60
1,3
54,45
25,63
57,53
69,57
18,3
53,50
33,61
33,67
63,69
67,57
42,1
68,45
69,42
21,22
63,37
3,1
37,3
25,5
43,5
17,9
11,12
31,4
53,7
25,8
59,61
24,19
27,10
26,61
66,53
43,7
25,4
69,67
69,66
25,70
25,19
53,39
32,55
1,5
21,5
68,31
47,39
53,43
23,19
7,18
33,65
12,61
67,34
5,13
60,69
57,67
31,59
61,44
53,32
63,39
11,8
20,13
25,65
17,21
11,3
1,19
69,68
59,60
4,1
42,5
63,43
23,57
42,65
36,5
37,1
4,3
61,58
17,12
60,47
61,35
70,47
47,3
17,69
59,55
45,64
42,67
43,8
45,65
29,65
29,6
18,57
23,7
67,41
31,9
65,50
43,47
60,65
59,29
61,41
14,17
11,20
38,3
9,13
59,43
56,53
7,3
61,31
29,3
34,1
8,1
6,11
65,56
69,69
13,22
33,2
41,63
19,62
30,3
11,13
67,53
69,61
49,48
27,9
27,5
55,4
49,52
3,14
55,43
26,65
17,67
46,3
41,57
53,44
47,52
61,59
1,7
47,47
7,21
15,10
47,68
40,7
2,3
61,67
27,4
40,43
15,25
17,20
55,48
35,63
46,57
65,43
55,39
29,63
63,53
69,38
45,3
9,5
43,1
57,45
39,52
51,43
46,61
61,39
65,39
51,39
28,67
28,13
49,5
65,41
53,47
48,49
11,7
67,43
10,3
43,62
26,7
39,64
65,40
51,6
28,59
56,69
29,69
55,50
11,62
9,25
69,35
59,65
68,27
50,55
67,45
25,14
59,31
28,69
25,17
46,47
49,53
41,38
17,63
56,65
60,53
61,37
67,51
42,61
29,67
35,3
62,39
20,1
17,7
46,63
20,9
9,3
13,68
56,35
44,69
37,4
17,16
69,58
49,65
69,31
19,9
51,61
28,9
41,4
51,45
25,57
31,17
24,67
66,51
57,47
11,15
29,66
64,57
69,59
42,3
23,10
30,63
65,53
41,65
37,58
23,6
3,7
25,67
45,47
45,7
4,13
57,65
68,39
63,65
32,63
43,45
43,65
12,17
4,9
30,61
11,58
53,49
69,50
57,51
23,66
13,60
37,68
1,11
9,10
40,67
65,61
4,15
30,15
19,5
31,8
24,13
19,60
52,41
16,9
59,59
33,64
1,1
59,68
10,19
35,65
33,5
21,68
9,16
13,69
47,61
19,11
70,55
55,69
45,69
23,69
17,2
63,29
47,54
45,45
44,65
11,61
51,51
66,59
55,58
26,59
59,67
25,69
3,19
7,7
34,5
54,67
47,69
58,53
13,66
13,14
13,17
27,61
43,51
49,42
67,46
32,13
19,3
45,4
55,32
31,66
45,67
58,57
67,49
35,68
13,15
29,61
50,51
2,13
27,12
69,29
45,2
50,7
25,23
35,11
67,39
27,69
66,43
65,51
31,6
57,39
13,65
56,37
61,27
47,66
65,47
29,59
56,55
59,45
52,57
65,29
29,68
17,11
50,45
41,61
3,3
35,70
51,55
69,63
2,7
49,46
24,17
24,59
9,7
43,48
15,12
48,47
62,41
35,5
61,64
65,55
8,11
29,9
33,7
69,36
7,25
49,51
8,19
58,63
11,1
52,69
41,46
15,19
66,67
33,11
31,5
1,9
52,55
51,67
27,11
9,1
15,17
39,47
13,8
67,64
22,67
15,18
14,61
21,2
31,7
50,61
23,8
32,1
47,65
57,64
29,1
45,56
27,15
51,50
60,63
6,7
20,11
43,49
48,61
21,11
61,60
46,49
5,12
37,65
41,69
45,1
61,38
32,61
51,47
23,2
39,61
5,1
9,21
67,56
54,41
15,1
50,35
1,8
19,20
62,51
7,5
68,33
53,63
7,15
33,63
5,7
25,11
32,5
68,53
19,8
16,61
70,63
43,6
15,20
44,61
67,38
62,61
0,13
47,49
17,65
60,49
55,33
31,0
63,59
13,19
57,49
0,1
47,67
59,51
29,14
51,66
43,67
5,9
51,62
57,69
46,59
9,19
62,49
39,67
36,7
53,51
52,47
6,9
15,65
30,57
41,7
61,56
17,3
53,55
3,18
13,64
55,61
19,25
58,47
1,4
13,70
21,3
15,9
63,34
43,55
62,31
27,65
42,43
53,29
13,11
68,69
27,1
45,13
14,9
11,5
57,48
63,33
36,65
53,62
3,10
26,17
13,3
66,41
55,67
28,63
63,35
70,33
61,45
19,61
18,5
22,13
54,47
45,57
3,6
21,4
69,51
56,45
15,67
57,63
39,62
0,11
19,19
19,23
35,67
34,63
44,43
11,59
18,69
55,41
63,57
41,47
7,2
7,14
69,45
19,16
34,67
12,23
20,69
69,37
27,63
47,44
55,53
57,40
35,60
66,29
45,5
17,14
5,15
50,1
52,67
51,49
25,9
22,1
58,37
51,41
68,43
17,29
55,57
61,69
11,55
39,58
14,3
57,35
23,5
65,69
13,13
61,43
61,51
59,53
67,63
15,13
17,17
38,69
59,40
31,61
1,15
63,55
10,17
45,66
41,67
65,31
40,61
63,52
23,16
56,43
37,67
15,59
52,1
13,12
65,67
7,13
15,4
50,41
49,57
45,59
35,69
7,19
52,45
25,15
47,55
27,17
3,11
28,61
65,44
34,59
16,69
49,60
49,55
22,65
51,48
25,12
29,19
55,63
67,54
36,63
34,7
7,1
19,21
39,1
50,69
20,7
39,6
19,67
65,38
19,15
55,59
11,19
13,67
15,3
30,9
20,67
6,5
13,59
15,15
63,31
21,69
46,45
21,6
15,68
39,3
24,1
60,67
29,2
49,43
43,63
61,61
3,13
61,47
19,17
30,17
38,1
69,49
69,41
1,16
64,45
37,63
31,12
8,15
55,45
51,54
9,17
41,1
13,9
16,65
65,63
31,65
17,64
24,63
59,58
15,5
39,63
19,14
69,65
63,36
49,66
45,42
52,59
54,53
60,55
48,7
29,7
19,69
8,7
8,5
33,16
31,1
13,1
2,27
25,64
9,8
68,49
50,37
53,41
15,11
51,64
65,33
17,5
64,41
47,5
46,51
11,17
59,42
47,59
53,34
37,62
48,3
28,5
65,45
19,63
2,9
20,23
67,62
63,45
57,37
17,6
63,41
45,63
19,7
44,13
62,67
67,69
23,9
29,5
47,6
23,61
49,3
41,70
2,1
35,15
61,63
15,66
45,51
50,57
51,63
6,27
12,19
23,15
53,68
63,54
4,5
23,20
53,59
34,11
27,3
62,55
12,11
67,36
18,67
57,57
26,67
48,55
59,49
30,11
57,55
11,2
61,65
52,53
65,48
23,21
44,1
67,55
60,51
27,2
25,20
16,17
64,51
13,16
23,1
68,65
43,69
31,21
49,67
69,47
66,33
53,45
62,43
45,55
59,35
7,9
25,6
11,4
17,0
9,0
32,67
39,65
27,13
25,10
39,69
58,69
55,37
6,3
22,15
11,10
28,15
47,53
67,47
23,56
9,11
37,45
66,31
51,7
63,46
29,13
9,12
55,66
59,62
59,37
35,9
5,11
23,3
31,13
57,66
68,59
25,7
65,58
1,13
15,63
59,21
43,54
57,61
31,51
13,21
5,61
5,62
5,50
21,63
19,33
21,46
8,55
49,31
25,59
59,3
12,43
46,35
67,29
55,12
5,35
49,17
47,27
35,43
23,11
59,18
33,38
69,13
41,35
61,1
63,63
40,37
65,64
57,59
2,43
4,33
54,25
7,22
11,27
3,26
26,51
25,53
10,43
53,33
1,55
35,55
55,1
48,11
65,1
45,27
34,39
67,11
11,67
25,33
16,45
2,39
6,55
11,36
27,59
50,11
10,49
42,41
29,11
10,45
43,33
35,40
23,62
3,44
26,49
57,25
69,15
68,19
45,53
31,33
33,21
9,49
13,33
59,36
43,36
39,31
59,24
41,23
35,7
17,33
65,15
7,59
53,57
43,39
9,32
15,49
37,5
62,59
32,11
2,31
59,26
57,14
5,57
31,27
64,1
5,18
5,16
42,29
64,17
53,2
62,19
17,59
58,21
54,15
28,33
69,27
67,37
5,27
28,25
6,35
31,11
18,33
52,13
5,54
17,40
47,31
51,57
40,29
14,47
36,35
35,19
23,50
22,29
55,65
3,61
31,28
29,33
9,37
57,19
7,37
63,16
3,65
50,31
59,14
18,19
64,9
7,63
23,34
45,17
17,44
52,9
39,49
29,54
17,27
41,29
25,30
63,5
33,13
59,22
5,53
13,41
19,57
25,28
61,23
27,36
41,30
43,21
41,45
31,24
55,14
45,28
22,43
41,37
21,26
61,9
39,42
51,18
27,26
1,31
41,15
36,31
39,55
31,47
2,33
53,21
21,39
37,53
67,15
66,63
43,61
55,11
8,45
7,40
32,31
66,7
69,17
68,23
9,31
51,33
37,17
57,60
17,39
13,49
63,11
41,26
5,39
65,23
11,43
37,33
4,27
39,26
3,69
17,46
23,65
47,10
14,43
7,35
13,63
65,26
45,12
35,25
33,45
27,48
47,33
43,16
63,51
21,34
37,51
27,32
45,11
41,13
47,32
1,17
8,67
63,6
25,54
49,14
32,33
54,63
23,32
47,29
10,41
39,57
9,50
48,27
11,54
57,29
9,24
57,6
59,13
33,26
1,21
44,23
14,21
29,23
51,16
69,12
62,25
41,41
47,22
19,49
21,7
2,63
21,19
61,10
67,14
33,70
21,35
58,11
37,47
30,19
61,0
43,41
34,31
21,55
25,27
27,43
45,21
11,65
27,27
68,1
37,18
20,51
23,26
32,9
41,17
21,64
35,21
65,19
4,31
47,24
55,8
41,53
35,10
42,57
17,57
35,35
69,6
64,13
57,3
37,7
3,56
55,19
39,51
57,10
63,18
28,45
41,21
2,49
33,20
67,5
37,57
55,21
49,25
67,26
27,41
53,9
50,27
28,35
25,3
41,28
41,19
69,25
70,3
12,35
37,49
3,53
46,13
32,37
53,38
15,38
35,33
63,8
29,44
67,13
21,59
57,27
9,47
14,57
11,33
35,53
19,31
5,67
37,31
32,47
47,38
53,20
44,21
23,39
37,37
63,4
3,15
15,35
49,26
33,35
29,29
31,39
65,7
45,43
1,22
1,60
67,19
3,63
51,15
39,13
11,56
69,9
40,55
26,35
3,41
5,36
12,27
47,43
7,58
44,19
55,31
33,19
35,47
3,45
29,41
69,3
43,9
0,47
13,37
63,27
5,42
25,31
35,23
29,21
49,33
49,15
7,23
21,41
26,53
63,25
50,33
9,23
55,15
32,53
21,24
3,57
47,0
53,37
63,62
51,4
46,19
15,53
45,19
59,19
19,59
55,6
33,33
15,51
6,65
7,33
47,15
15,52
9,53
23,53
49,13
52,37
29,32
12,45
9,59
59,41
57,16
1,20
10,59
3,43
23,22
31,31
19,37
17,19
39,43
50,21
61,4
16,41
57,33
39,40
39,27
37,15
7,32
35,61
3,39
12,57
56,27
21,30
45,33
41,55
53,35
62,11
61,7
5,23
31,29
55,5
3,24
44,27
21,45
58,29
9,52
49,35
39,35
42,59
13,47
35,59
63,67
59,39
34,19
3,28
1,57
61,16
7,60
39,20
53,61
8,47
11,37
0,43
49,18
45,25
61,21
55,23
6,45
69,1
67,23
40,17
61,34
47,19
5,58
19,46
69,21
65,25
65,21
67,21
21,51
44,25
35,52
